race,sex,gpa,lsat,role,prob0,prob1,idx
White,1,2.67143223886185,10,gen_cf,0.404,0.596,384
White,1,3.05726078877168,7,true_cf,0.248,0.752,384
White,1,2.67065143400907,10,a_flipped,0.404,0.596,384
White,2,2.66193100989371,10,x_nearest,0.28,0.72,384
Black,1,2.63457069191361,8,x_interest,0.72,0.28,387
White,2,3.48133187789301,8,gen_cf,0.086,0.914,387
White,2,3.28960621691271,8,gen_cf,0.284,0.716,387
White,2,3.30615343060533,9,gen_cf,0.104,0.896,387
White,2,3.24536118939922,8,gen_cf,0.326,0.674,387
White,2,3.30358527119534,7,gen_cf,0.02,0.98,387
White,2,3.20700937761533,9,gen_cf,0.224,0.776,387
White,1,3.36550655135805,8,gen_cf,0.324,0.676,387
White,1,3.32159676942308,8,gen_cf,0.59,0.41,387
White,1,3.56038298792191,11,gen_cf,0.48,0.52,387
White,1,3.16004532121038,8,gen_cf,0.674,0.326,387
White,1,3.14833270515895,8,gen_cf,0.628,0.372,387
White,2,3.11124968830813,8,gen_cf,0.276,0.724,387
White,1,3.12717913752695,8,gen_cf,0.616,0.384,387
White,1,3.10611733860592,8,gen_cf,0.624,0.376,387
White,1,3.11124968830813,8,gen_cf,0.594,0.406,387
White,2,2.72095044414496,7,gen_cf,0.78,0.22,387
White,2,2.94463978575162,8,gen_cf,0.272,0.728,387
White,1,3.08082760452297,8,gen_cf,0.26,0.74,387
White,1,2.89363445228353,8,gen_cf,0.138,0.862,387
White,1,2.97612946503095,8,gen_cf,0.144,0.856,387
White,1,2.97644070538938,8,gen_cf,0.144,0.856,387
White,1,2.96266123631198,8,gen_cf,0.108,0.892,387
White,1,2.97484988344224,8,gen_cf,0.178,0.822,387
White,1,2.76454621350311,8,gen_cf,0.306,0.694,387
White,1,2.75850919191266,8,gen_cf,0.494,0.506,387
White,1,2.7600867559571,8,gen_cf,0.49,0.51,387
White,1,2.72310158757097,8,gen_cf,0.518,0.482,387
White,1,2.71359887089883,8,gen_cf,0.492,0.508,387
White,1,2.70074147534457,8,gen_cf,0.536,0.464,387
White,1,2.69240332150356,8,gen_cf,0.518,0.482,387
White,1,2.68071809551246,8,gen_cf,0.384,0.616,387
White,1,2.54675674153466,8,gen_cf,0.242,0.758,387
White,1,2.66022661145544,8,gen_cf,0.332,0.668,387
White,1,2.55540436179284,8,gen_cf,0.216,0.784,387
White,1,2.55954704938085,8,gen_cf,0.21,0.79,387
White,1,2.56172416260135,8,gen_cf,0.202,0.798,387
White,1,2.56464064180093,8,gen_cf,0.196,0.804,387
White,1,2.5845229825438,8,gen_cf,0.192,0.808,387
White,1,2.60196739260584,8,gen_cf,0.438,0.562,387
White,1,3.02118004667622,10,true_cf,0.416,0.584,387
White,1,2.63457069191361,8,a_flipped,0.258,0.742,387
White,1,2.63366000623366,8,x_nearest,0.234,0.766,387
Black,1,2.06715414906636,10,x_interest,0.264,0.736,461
White,2,3.49467240425722,15,gen_cf,0.028,0.972,461
White,1,4.04013795179219,16,gen_cf,0.308,0.692,461
White,1,2.88557037207341,12,gen_cf,0.024,0.976,461
White,1,3.40591700041214,10,gen_cf,0.04,0.96,461
White,1,3.1647003585216,10,gen_cf,0.54,0.46,461
White,1,2.87979823804595,10,gen_cf,0.418,0.582,461
White,1,3.05357654982016,10,gen_cf,0.456,0.544,461
White,1,2.7479970408073,10,gen_cf,0.54,0.46,461
White,1,2.72817389769869,10,gen_cf,0.54,0.46,461
White,1,2.67508460961641,10,gen_cf,0.404,0.596,461
White,1,2.06715414906636,13,gen_cf,0.284,0.716,461
White,1,2.06715414906636,12,gen_cf,0.056,0.944,461
White,1,2.47911685704302,10,gen_cf,0.61,0.39,461
White,1,2.47268182750115,10,gen_cf,0.592,0.408,461
White,1,2.40382465384516,10,gen_cf,0.494,0.506,461
White,1,2.3794718668121,10,gen_cf,0.302,0.698,461
White,1,2.37825723150637,10,gen_cf,0.302,0.698,461
White,1,2.06715414906636,6,gen_cf,0.134,0.866,461
White,1,2.18863441612981,11,gen_cf,0.14,0.86,461
White,1,2.36751216080416,10,gen_cf,0.308,0.692,461
White,1,2.36786083300271,10,gen_cf,0.308,0.692,461
White,1,2.06715414906636,11,gen_cf,0.122,0.878,461
White,1,2.05930545567944,11,gen_cf,0.122,0.878,461
White,1,2.11873719791673,10,gen_cf,0.218,0.782,461
White,1,2.09265357912378,10,gen_cf,0.218,0.782,461
White,1,2.05347275074107,10,gen_cf,0.218,0.782,461
White,1,2.06715414906636,10,gen_cf,0.218,0.782,461
White,1,2.45376350382897,11,true_cf,0.596,0.404,461
White,1,2.06715414906636,10,a_flipped,0.218,0.782,461
White,1,2.05124584131459,11,x_nearest,0.122,0.878,461
Black,2,2.71971209673969,10,x_interest,0.252,0.748,466
White,2,3.83646227441103,8,gen_cf,0.104,0.896,466
White,2,3.78728125165853,10,gen_cf,0.21,0.79,466
White,2,3.33007582801298,8,gen_cf,0.268,0.732,466
White,2,3.3055610349221,11,gen_cf,0.35,0.65,466
White,2,3.2734213975642,11,gen_cf,0.286,0.714,466
White,2,3.36015010751573,11,gen_cf,0.132,0.868,466
White,2,3.31412325135003,10,gen_cf,0.426,0.574,466
White,2,3.13890073617453,10,gen_cf,0.676,0.324,466
White,2,3.24367208030575,10,gen_cf,0.584,0.416,466
White,2,3.41172459524731,10,gen_cf,0.164,0.836,466
White,2,3.38154643393328,10,gen_cf,0.26,0.74,466
White,2,3.18045024211257,10,gen_cf,0.568,0.432,466
White,2,2.86273657415544,12,gen_cf,0.024,0.976,466
White,2,2.90357195377402,9,gen_cf,0.404,0.596,466
White,2,2.85456288143539,9,gen_cf,0.146,0.854,466
White,2,2.7508550896261,8,gen_cf,0.856,0.144,466
White,2,2.71971209673969,7,gen_cf,0.784,0.216,466
White,2,2.71971209673969,8,gen_cf,0.866,0.134,466
White,2,2.82572777918952,9,gen_cf,0.246,0.754,466
White,2,2.6656129012568,9,gen_cf,0.726,0.274,466
White,2,2.71971209673969,9,gen_cf,0.62,0.38,466
White,2,2.90357195377402,10,gen_cf,0.61,0.39,466
White,2,2.90409813873934,10,gen_cf,0.61,0.39,466
White,2,2.84218708188341,10,gen_cf,0.36,0.64,466
White,2,2.89949771218796,10,gen_cf,0.58,0.42,466
White,2,2.86546346548743,10,gen_cf,0.318,0.682,466
White,2,2.83518764723256,10,gen_cf,0.354,0.646,466
White,2,2.83340510701079,10,gen_cf,0.358,0.642,466
White,2,3.04353657985007,10,gen_cf,0.598,0.402,466
White,2,2.82572777918952,10,gen_cf,0.378,0.622,466
White,2,2.8171914506687,10,gen_cf,0.392,0.608,466
White,2,2.74338627980925,10,gen_cf,0.386,0.614,466
White,2,2.73116703189498,10,gen_cf,0.376,0.624,466
White,2,2.68861598556559,10,gen_cf,0.458,0.542,466
White,2,2.68841756277752,10,gen_cf,0.458,0.542,466
White,2,2.65899789852911,10,gen_cf,0.31,0.69,466
White,2,2.71971209673969,10,gen_cf,0.38,0.62,466
White,2,2.6049077122443,10,gen_cf,0.244,0.756,466
White,2,3.1063214515023,5,true_cf,0.138,0.862,466
White,2,2.71971209673969,10,a_flipped,0.38,0.62,466
White,1,2.72409359388885,10,x_nearest,0.406,0.594,466
Black,1,3.0703674039528,6,x_interest,0.12,0.88,529
White,2,3.95139591173604,17,gen_cf,0.484,0.516,529
White,2,3.5497406497878,13,gen_cf,0.08,0.92,529
White,2,3.62042128015743,6,gen_cf,0.216,0.784,529
White,2,3.69423412518972,6,gen_cf,0.182,0.818,529
White,2,3.65624651356558,8,gen_cf,0.242,0.758,529
White,2,3.52534967622062,6,gen_cf,0.44,0.56,529
White,2,3.48211352634298,6,gen_cf,0.328,0.672,529
White,2,3.46395979907846,6,gen_cf,0.248,0.752,529
White,2,3.28721969533345,6,gen_cf,0.316,0.684,529
White,2,3.20716185037323,6,gen_cf,0.09,0.91,529
White,2,3.20473850923093,6,gen_cf,0.192,0.808,529
White,2,3.1355437294499,6,gen_cf,0.112,0.888,529
White,1,3.36859455814148,2,gen_cf,0.058,0.942,529
White,2,3.10548553214691,6,gen_cf,0.094,0.906,529
White,1,3.6689983479966,3,gen_cf,0.19,0.81,529
White,1,3.48129421414457,4,gen_cf,0.126,0.874,529
White,1,3.52871075491451,6,gen_cf,0.554,0.446,529
White,1,3.52811715546742,6,gen_cf,0.55,0.45,529
White,1,3.45238771182669,6,gen_cf,0.722,0.278,529
White,1,3.48211352634298,6,gen_cf,0.674,0.326,529
White,1,3.46266312571029,6,gen_cf,0.716,0.284,529
White,1,3.42604314380008,6,gen_cf,0.538,0.462,529
White,1,3.18468806267566,8,gen_cf,0.574,0.426,529
White,1,3.34271801229511,6,gen_cf,0.666,0.334,529
White,1,3.19523302372441,6,gen_cf,0.724,0.276,529
White,1,3.1999089995697,6,gen_cf,0.714,0.286,529
White,1,3.19721506339378,6,gen_cf,0.714,0.286,529
White,1,3.16688281108787,6,gen_cf,0.402,0.598,529
White,1,3.1355437294499,6,gen_cf,0.49,0.51,529
White,1,3.15832428725107,6,gen_cf,0.42,0.58,529
White,1,3.09908294682122,6,gen_cf,0.614,0.386,529
White,1,3.08178476317829,6,gen_cf,0.518,0.482,529
White,1,3.11260954083894,6,gen_cf,0.422,0.578,529
White,1,3.0921888665737,6,gen_cf,0.634,0.366,529
White,1,3.09093749072708,6,gen_cf,0.632,0.368,529
White,1,3.09189459272684,6,gen_cf,0.634,0.366,529
White,1,3.07444242397452,6,gen_cf,0.43,0.57,529
White,1,3.0703674039528,8,gen_cf,0.444,0.556,529
White,1,3.0703674039528,6,gen_cf,0.454,0.546,529
White,1,3.06656438943784,6,gen_cf,0.448,0.552,529
White,1,3.45697675871541,4,true_cf,0.098,0.902,529
White,1,3.0703674039528,6,a_flipped,0.454,0.546,529
White,1,3.06268531177815,6,x_nearest,0.424,0.576,529
Black,2,3.01490012753816,12,x_interest,0.82,0.18,544
White,2,3.71673213753437,16,gen_cf,0.588,0.412,544
White,2,3.45322269153862,14,gen_cf,0.394,0.606,544
White,2,3.62780621375356,12,gen_cf,0.102,0.898,544
White,2,3.57654607688702,12,gen_cf,0.254,0.746,544
White,2,3.49223875456242,12,gen_cf,0.066,0.934,544
White,2,3.47641801663317,12,gen_cf,0.066,0.934,544
White,2,3.39689471803214,12,gen_cf,0.332,0.668,544
White,2,3.38992669732678,12,gen_cf,0.15,0.85,544
White,2,3.38436037714603,12,gen_cf,0.122,0.878,544
White,2,3.36286071055355,12,gen_cf,0.088,0.912,544
White,2,3.30761642223913,12,gen_cf,0.22,0.78,544
White,2,3.35830549966527,12,gen_cf,0.136,0.864,544
White,2,3.25654643327766,12,gen_cf,0.12,0.88,544
White,2,3.28193463422328,12,gen_cf,0.334,0.666,544
White,2,3.15445092590193,12,gen_cf,0.314,0.686,544
White,2,3.15209707431447,12,gen_cf,0.316,0.684,544
White,2,3.15084751390022,12,gen_cf,0.344,0.656,544
White,2,3.19793880149679,12,gen_cf,0.306,0.694,544
White,2,3.46852972334202,10,gen_cf,0.184,0.816,544
White,2,2.86784346279675,12,gen_cf,0.03,0.97,544
White,2,2.94675862738224,12,gen_cf,0.1,0.9,544
White,2,2.96985854066257,12,gen_cf,0.178,0.822,544
White,2,2.98364447934447,12,gen_cf,0.364,0.636,544
White,2,2.97982957453286,12,gen_cf,0.494,0.506,544
White,2,2.98751633728712,12,gen_cf,0.322,0.678,544
White,2,3.03911752349764,12,gen_cf,0.406,0.594,544
White,2,3.05421284898051,12,gen_cf,0.198,0.802,544
White,2,2.9920352262579,12,gen_cf,0.266,0.734,544
White,2,3.03457972562634,12,gen_cf,0.384,0.616,544
White,2,3.03374252577739,12,gen_cf,0.386,0.614,544
White,2,3.03103475610038,12,gen_cf,0.392,0.608,544
White,2,3.02666640230106,12,gen_cf,0.378,0.622,544
White,2,3.0271439135738,12,gen_cf,0.378,0.622,544
White,2,3.02683204537558,12,gen_cf,0.378,0.622,544
White,2,3.02352948345514,12,gen_cf,0.372,0.628,544
White,2,3.01490012753816,12,gen_cf,0.34,0.66,544
White,2,3.01700151184066,12,gen_cf,0.384,0.616,544
White,2,3.40150948230077,5,true_cf,0.186,0.814,544
White,2,3.01490012753816,12,a_flipped,0.34,0.66,544
White,2,2.98981371396554,12,x_nearest,0.268,0.732,544
Black,1,2.67344879527732,7,x_interest,0.24,0.76,561
White,2,3.66880083574704,7,gen_cf,0.332,0.668,561
White,2,3.56947546919407,7,gen_cf,0.248,0.752,561
White,2,3.31615546026336,7,gen_cf,0.026,0.974,561
White,1,3.48282004877788,8,gen_cf,0.292,0.708,561
White,2,3.13783741064463,7,gen_cf,0.198,0.802,561
White,2,3.12867046139527,7,gen_cf,0.336,0.664,561
White,1,3.51566308253784,7,gen_cf,0.276,0.724,561
White,1,3.56947546919407,7,gen_cf,0.528,0.472,561
White,1,3.20767909904946,8,gen_cf,0.522,0.478,561
White,1,3.48282004877788,7,gen_cf,0.43,0.57,561
White,1,3.50638076918141,7,gen_cf,0.256,0.744,561
White,1,3.2125332214278,7,gen_cf,0.3,0.7,561
White,1,2.89094702754771,8,gen_cf,0.104,0.896,561
White,1,3.23309186787584,7,gen_cf,0.326,0.674,561
White,1,3.12867046139527,7,gen_cf,0.388,0.612,561
White,1,2.91042792855926,7,gen_cf,0.692,0.308,561
White,1,2.88089812382805,7,gen_cf,0.362,0.638,561
White,1,2.85978280909661,7,gen_cf,0.372,0.628,561
White,1,2.77758307332623,7,gen_cf,0.634,0.366,561
White,1,2.7541809381998,7,gen_cf,0.802,0.198,561
White,1,2.73575755721043,7,gen_cf,0.814,0.186,561
White,1,2.72146846922743,7,gen_cf,0.722,0.278,561
White,1,2.66875877103233,7,gen_cf,0.42,0.58,561
White,1,2.67344879527732,7,gen_cf,0.426,0.574,561
White,1,3.06005815003993,8,true_cf,0.436,0.564,561
White,1,2.67344879527732,7,a_flipped,0.426,0.574,561
White,2,2.6765394345899,7,x_nearest,0.404,0.596,561
Black,1,2.76118566427431,10,x_interest,0.702,0.298,571
White,2,3.60954814709812,11,gen_cf,0.134,0.866,571
White,2,3.8205645585681,10,gen_cf,0.142,0.858,571
White,2,3.61314963099875,10,gen_cf,0.126,0.874,571
White,1,3.28197357618715,14,gen_cf,0.216,0.784,571
White,1,2.85999403280722,13,gen_cf,0.27,0.73,571
White,2,3.57795193425279,10,gen_cf,0.094,0.906,571
White,1,2.89453187049223,12,gen_cf,0.022,0.978,571
White,1,3.52788061603758,10,gen_cf,0.064,0.936,571
White,1,3.25683633410166,8,gen_cf,0.23,0.77,571
White,1,3.1763710201544,10,gen_cf,0.586,0.414,571
White,1,3.12594801843226,10,gen_cf,0.528,0.472,571
White,1,2.76118566427431,12,gen_cf,0.336,0.664,571
White,1,2.76223552989919,12,gen_cf,0.33,0.67,571
White,1,2.90885956314335,9,gen_cf,0.088,0.912,571
White,1,2.86484708549242,9,gen_cf,0.03,0.97,571
White,1,2.94848263648894,10,gen_cf,0.614,0.386,571
White,1,2.9059196992565,10,gen_cf,0.458,0.542,571
White,1,2.86316815636837,10,gen_cf,0.408,0.592,571
White,1,3.03870742066913,10,gen_cf,0.536,0.464,571
White,1,2.84127875461929,10,gen_cf,0.542,0.458,571
White,1,2.83985900007336,10,gen_cf,0.538,0.462,571
White,1,2.8383372806717,10,gen_cf,0.538,0.462,571
White,1,2.74242900821921,10,gen_cf,0.436,0.564,571
White,1,2.7733922152368,10,gen_cf,0.44,0.56,571
White,1,2.76118566427431,10,gen_cf,0.454,0.546,571
White,1,2.76223552989919,10,gen_cf,0.448,0.552,571
White,1,3.14779501903692,12,true_cf,0.778,0.222,571
White,1,2.76118566427431,10,a_flipped,0.454,0.546,571
White,1,2.76900397136016,10,x_nearest,0.378,0.622,571
Black,1,2.64381977145329,7,x_interest,0.266,0.734,578
White,2,3.79804349494678,7,gen_cf,0.16,0.84,578
White,2,3.54313395161596,7,gen_cf,0.332,0.668,578
White,1,3.38059426269065,12,gen_cf,0.678,0.322,578
White,2,3.34678517936261,7,gen_cf,0.032,0.968,578
White,2,3.16354280053948,8,gen_cf,0.342,0.658,578
White,2,3.25017082986725,7,gen_cf,0.164,0.836,578
White,2,3.21041809420693,7,gen_cf,0.128,0.872,578
White,1,3.41677039887518,8,gen_cf,0.312,0.688,578
White,1,3.38700510964264,8,gen_cf,0.192,0.808,578
White,1,3.42978577604819,7,gen_cf,0.242,0.758,578
White,1,3.21320065591233,6,gen_cf,0.344,0.656,578
White,1,3.18449758833024,7,gen_cf,0.318,0.682,578
White,1,3.12721929775683,7,gen_cf,0.4,0.6,578
White,1,2.93315923877861,6,gen_cf,0.772,0.228,578
White,1,2.87622752184059,8,gen_cf,0.1,0.9,578
White,1,2.94465166320399,8,gen_cf,0.186,0.814,578
White,1,3.07883405137973,7,gen_cf,0.19,0.81,578
White,1,2.87622752184059,7,gen_cf,0.394,0.606,578
White,1,2.90755299764278,7,gen_cf,0.632,0.368,578
White,1,2.88915639771281,7,gen_cf,0.362,0.638,578
White,1,2.92926689574511,7,gen_cf,0.664,0.336,578
White,1,2.73267244965902,7,gen_cf,0.802,0.198,578
White,1,2.73473589491659,7,gen_cf,0.808,0.192,578
White,1,2.71751843918205,7,gen_cf,0.738,0.262,578
White,1,2.71691636719605,7,gen_cf,0.738,0.262,578
White,1,2.70596199455529,7,gen_cf,0.722,0.278,578
White,1,2.66703737501114,7,gen_cf,0.39,0.61,578
White,1,2.67383356367901,7,gen_cf,0.426,0.574,578
White,1,2.67315615303814,7,gen_cf,0.426,0.574,578
White,1,3.0304291262159,4,true_cf,0.116,0.884,578
White,1,2.64381977145329,7,a_flipped,0.286,0.714,578
White,2,2.63599249816221,7,x_nearest,0.236,0.764,578
Black,1,2.92843704903779,11,x_interest,0.154,0.846,583
White,2,3.87511501758961,17,gen_cf,0.51,0.49,583
White,2,3.60289706516115,14,gen_cf,0.066,0.934,583
White,1,3.64538735776369,13,gen_cf,0.188,0.812,583
White,1,3.51771565947542,12,gen_cf,0.606,0.394,583
White,1,3.35721813551917,13,gen_cf,0.552,0.448,583
White,2,3.69935545292779,11,gen_cf,0.218,0.782,583
White,2,3.48314634289,11,gen_cf,0.076,0.924,583
White,1,3.35867783566371,12,gen_cf,0.786,0.214,583
White,1,3.30151920658532,12,gen_cf,0.492,0.508,583
White,1,3.3489394690511,12,gen_cf,0.788,0.212,583
White,1,2.98835156756919,13,gen_cf,0.222,0.778,583
White,1,3.10990361668318,12,gen_cf,0.3,0.7,583
White,1,3.09033088733996,12,gen_cf,0.238,0.762,583
White,1,2.92843704903779,13,gen_cf,0.168,0.832,583
White,1,2.92843704903779,12,gen_cf,0.066,0.934,583
White,1,2.96096239760318,12,gen_cf,0.098,0.902,583
White,1,3.19251031299089,9,gen_cf,0.548,0.452,583
White,1,3.27773065383616,11,gen_cf,0.124,0.876,583
White,1,2.88867687886918,11,gen_cf,0.054,0.946,583
White,1,2.8943442135177,11,gen_cf,0.054,0.946,583
White,1,2.91033419337661,11,gen_cf,0.204,0.796,583
White,1,2.92308059177198,11,gen_cf,0.112,0.888,583
White,1,2.94526459637072,11,gen_cf,0.176,0.824,583
White,1,2.92843704903779,11,gen_cf,0.112,0.888,583
White,1,3.3150464038004,10,true_cf,0.242,0.758,583
White,1,2.92843704903779,11,a_flipped,0.112,0.888,583
White,2,2.91483915285706,11,x_nearest,0.204,0.796,583
Black,2,3.04251996574274,5,x_interest,0.076,0.924,590
White,2,3.40639442543702,3,gen_cf,0.144,0.856,590
White,2,3.34889972194644,3,gen_cf,0.046,0.954,590
White,2,3.14748319942012,6,gen_cf,0.128,0.872,590
White,2,3.63208762723415,5,gen_cf,0.39,0.61,590
White,2,3.29889522532106,7,gen_cf,0.066,0.934,590
White,2,3.3041202024025,7,gen_cf,0.018,0.982,590
White,2,3.46853647137905,5,gen_cf,0.192,0.808,590
White,2,3.37290423396995,5,gen_cf,0.11,0.89,590
White,2,3.37655199973955,5,gen_cf,0.102,0.898,590
White,2,3.29089894237508,5,gen_cf,0.128,0.872,590
White,2,3.29146241267207,5,gen_cf,0.126,0.874,590
White,2,3.29889522532106,5,gen_cf,0.098,0.902,590
White,2,3.3041202024025,5,gen_cf,0.05,0.95,590
White,2,3.28914133511766,5,gen_cf,0.108,0.892,590
White,2,3.33271611283954,5,gen_cf,0.22,0.78,590
White,2,3.11005653682477,6,gen_cf,0.104,0.896,590
White,2,3.32693653039728,5,gen_cf,0.264,0.736,590
White,2,3.2070543704393,5,gen_cf,0.116,0.884,590
White,2,3.04251996574274,6,gen_cf,0.128,0.872,590
White,1,3.31458208340767,5,gen_cf,0.712,0.288,590
White,2,3.23491143916134,5,gen_cf,0.034,0.966,590
White,2,3.18640603094013,5,gen_cf,0.312,0.688,590
White,2,3.18631666809581,5,gen_cf,0.31,0.69,590
White,2,3.04251996574274,7,gen_cf,0.084,0.916,590
White,2,3.08868023103267,5,gen_cf,0.154,0.846,590
White,2,2.73409585610748,5,gen_cf,0.326,0.674,590
White,2,2.94794004401484,5,gen_cf,0.206,0.794,590
White,2,2.87731420890719,5,gen_cf,0.398,0.602,590
White,2,2.95810646624257,5,gen_cf,0.216,0.784,590
White,2,3.07081868548522,5,gen_cf,0.298,0.702,590
White,2,3.05349292864143,5,gen_cf,0.07,0.93,590
White,2,3.0526149207959,5,gen_cf,0.068,0.932,590
White,2,3.0432020809162,5,gen_cf,0.066,0.934,590
White,2,3.04251996574274,5,gen_cf,0.066,0.934,590
White,2,3.42912932050535,7,true_cf,0.03,0.97,590
White,2,3.04251996574274,5,a_flipped,0.066,0.934,590
White,2,3.03896199469561,5,x_nearest,0.068,0.932,590
Black,1,2.80260310429305,5,x_interest,0.102,0.898,601
White,2,3.30953994003402,11,gen_cf,0.348,0.652,601
White,2,3.17886956073229,6,gen_cf,0.154,0.846,601
White,1,2.92171306443653,12,gen_cf,0.066,0.934,601
White,1,3.2940187569363,4,gen_cf,0.19,0.81,601
White,1,3.62740459658137,4,gen_cf,0.078,0.922,601
White,1,3.41334937446549,5,gen_cf,0.41,0.59,601
White,1,3.51267555943889,5,gen_cf,0.306,0.694,601
White,1,3.31657601221594,5,gen_cf,0.684,0.316,601
White,1,2.88000813682269,6,gen_cf,0.684,0.316,601
White,1,3.67064476331656,5,gen_cf,0.096,0.904,601
White,1,2.85142054935221,8,gen_cf,0.212,0.788,601
White,1,3.19583612717969,5,gen_cf,0.718,0.282,601
White,1,2.85213760788356,4,gen_cf,0.434,0.566,601
White,1,2.88955640274964,5,gen_cf,0.358,0.642,601
White,1,2.8973444394372,5,gen_cf,0.424,0.576,601
White,1,2.87139090888141,5,gen_cf,0.364,0.636,601
White,1,3.24504704045493,5,gen_cf,0.29,0.71,601
White,1,2.90995688478218,5,gen_cf,0.436,0.564,601
White,1,2.92171306443653,5,gen_cf,0.424,0.576,601
White,1,2.90887506002786,5,gen_cf,0.424,0.576,601
White,1,2.91822594185123,5,gen_cf,0.42,0.58,601
White,1,2.98290134132132,5,gen_cf,0.646,0.354,601
White,1,3.24149119415528,5,gen_cf,0.33,0.67,601
White,1,2.92866141438699,5,gen_cf,0.422,0.578,601
White,1,2.85077332912153,5,gen_cf,0.368,0.632,601
White,1,2.78278817374128,4,gen_cf,0.314,0.686,601
White,2,2.8621640098806,5,gen_cf,0.144,0.856,601
White,1,2.80260310429305,4,gen_cf,0.188,0.812,601
White,1,2.78214182200506,5,gen_cf,0.388,0.612,601
White,1,2.78039637401237,5,gen_cf,0.384,0.616,601
White,1,2.78741618789297,5,gen_cf,0.218,0.782,601
White,1,2.81926242970738,5,gen_cf,0.172,0.828,601
White,1,2.80165847950588,5,gen_cf,0.18,0.82,601
White,1,2.80260310429305,5,gen_cf,0.162,0.838,601
White,1,2.80260310429305,7,gen_cf,0.402,0.598,601
White,1,3.18921245905566,2,true_cf,0.082,0.918,601
White,1,2.80260310429305,5,a_flipped,0.162,0.838,601
White,1,2.79004813570105,5,x_nearest,0.182,0.818,601
Black,2,2.51060946500423,6,x_interest,0.762,0.238,605
White,2,3.77080223075586,6,gen_cf,0.522,0.478,605
White,2,3.52325190144118,6,gen_cf,0.464,0.536,605
White,2,3.43281659487305,6,gen_cf,0.13,0.87,605
White,2,3.3471045936138,6,gen_cf,0.216,0.784,605
White,2,3.20225091060239,6,gen_cf,0.31,0.69,605
White,2,3.21267428736336,6,gen_cf,0.054,0.946,605
White,2,3.14450432565191,6,gen_cf,0.136,0.864,605
White,2,3.08293580730926,6,gen_cf,0.158,0.842,605
White,2,2.73485842304786,6,gen_cf,0.596,0.404,605
White,2,2.73015917847739,6,gen_cf,0.62,0.38,605
White,2,2.71759988060816,6,gen_cf,0.696,0.304,605
White,2,2.86128270130168,6,gen_cf,0.218,0.782,605
White,2,2.98615613873252,6,gen_cf,0.484,0.516,605
White,2,2.68785981761716,6,gen_cf,0.688,0.312,605
White,2,3.04314898359886,6,gen_cf,0.128,0.872,605
White,2,2.82939222021177,6,gen_cf,0.168,0.832,605
White,2,2.65650113277234,6,gen_cf,0.67,0.33,605
White,2,2.58400019982592,6,gen_cf,0.294,0.706,605
White,2,2.57320859550117,6,gen_cf,0.268,0.732,605
White,2,2.55440641633708,6,gen_cf,0.236,0.764,605
White,2,2.522718024776,6,gen_cf,0.298,0.702,605
White,2,2.53593796387269,6,gen_cf,0.292,0.708,605
White,2,2.47278796792352,6,gen_cf,0.182,0.818,605
White,2,2.53720997310776,6,gen_cf,0.288,0.712,605
White,2,2.54071901932072,6,gen_cf,0.266,0.734,605
White,2,2.51060946500423,6,gen_cf,0.296,0.704,605
White,2,2.49832923294301,6,gen_cf,0.252,0.748,605
White,2,2.50079517786532,6,gen_cf,0.278,0.722,605
White,2,2.89721881976684,9,true_cf,0.458,0.542,605
White,2,2.51060946500423,6,a_flipped,0.296,0.704,605
White,1,2.47738489023185,6,x_nearest,0.222,0.778,605
Black,2,2.45078661693205,10,x_interest,0.732,0.268,619
White,2,3.4821712576489,13,gen_cf,0.22,0.78,619
White,2,3.8229920356013,10,gen_cf,0.142,0.858,619
White,1,3.12966005904063,12,gen_cf,0.4,0.6,619
White,1,2.89051653384202,12,gen_cf,0.022,0.978,619
White,2,3.17544183019037,6,gen_cf,0.138,0.862,619
White,2,3.37675850923377,10,gen_cf,0.274,0.726,619
White,2,3.33601658815575,10,gen_cf,0.364,0.636,619
White,1,3.42012176207861,10,gen_cf,0.072,0.928,619
White,2,3.121700471204,7,gen_cf,0.406,0.594,619
White,2,2.82588544427344,8,gen_cf,0.372,0.628,619
White,2,2.69952703958776,7,gen_cf,0.762,0.238,619
White,2,2.69144336435426,8,gen_cf,0.872,0.128,619
White,2,2.69055098963123,9,gen_cf,0.826,0.174,619
White,1,2.88710719367811,9,gen_cf,0.028,0.972,619
White,2,2.91781950450228,10,gen_cf,0.412,0.588,619
White,2,2.86577268365802,10,gen_cf,0.318,0.682,619
White,2,2.8185429956934,10,gen_cf,0.384,0.616,619
White,2,2.8186900662917,10,gen_cf,0.384,0.616,619
White,2,2.66989982902538,9,gen_cf,0.84,0.16,619
White,2,2.72561844920223,10,gen_cf,0.384,0.616,619
White,2,2.67915921900165,10,gen_cf,0.38,0.62,619
White,2,2.64629877056949,10,gen_cf,0.206,0.794,619
White,2,2.57769004288669,10,gen_cf,0.336,0.664,619
White,2,2.58065381056201,10,gen_cf,0.338,0.662,619
White,2,2.58823550476281,10,gen_cf,0.33,0.67,619
White,2,2.60592574354269,10,gen_cf,0.252,0.748,619
White,2,2.59601223688789,10,gen_cf,0.336,0.664,619
White,2,2.56299123215314,10,gen_cf,0.364,0.636,619
White,2,2.39334465231326,10,gen_cf,0.406,0.594,619
White,2,2.40025481403421,10,gen_cf,0.52,0.48,619
White,2,2.39948660451203,10,gen_cf,0.52,0.48,619
White,2,2.38452758414186,10,gen_cf,0.184,0.816,619
