age,capital_gain,capital_loss,education,education_num,hours_per_week,martial_status,occupation,race,relationship,sex,workclass,role,prob0,prob1,idx
47,0,0,HS-grad,9,40,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,1,0,478
47,0,0,HS-grad,9,43,Married-AF-spouse,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.904,0.096,478
47,0,754,HS-grad,9,40,Divorced,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.936,0.064,478
47,0,0,HS-grad,9,40,Married-civ-spouse,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.664,0.336,478
47,0,63,HS-grad,8,40,Divorced,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.992,0.008,478
47,201,105,HS-grad,9,38,Divorced,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.994,0.006,478
31,0,0,HS-grad,9,40,Divorced,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,1,0,478
47,0,0,HS-grad,10,40,Separated,Adm-clerical,White,Unmarried,Female,Self-emp-inc,gen_cf,0.958,0.042,478
47,0,0,HS-grad,9,40,Separated,Adm-clerical,White,Unmarried,Female,Private,gen_cf,1,0,478
47,0,0,HS-grad,10,53,Separated,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.916,0.084,478
47,0,0,HS-grad,10,50,Separated,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.932,0.068,478
47,0,198,HS-grad,9,47,Separated,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.968,0.032,478
47,63,0,HS-grad,9,46,Separated,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.976,0.024,478
35,0,0,HS-grad,9,40,Separated,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.996,0.004,478
47,0,0,HS-grad,9,38,Separated,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.994,0.006,478
47,0,0,HS-grad,9,40,Separated,Adm-clerical,White,Unmarried,Female,Local-gov,gen_cf,0.994,0.006,478
24,0,0,Some-college,10,50,Divorced,Handlers-cleaners,Black,Not-in-family,Male,Local-gov,x_interest,0.994,0.006,488
45,0,0,Bachelors,10,50,Divorced,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.66,0.34,488
24,2519,0,Preschool,10,50,Divorced,Protective-serv,White,Not-in-family,Male,Without-pay,gen_cf,0.772,0.228,488
45,0,363,Some-college,10,57,Married-civ-spouse,Handlers-cleaners,White,Unmarried,Male,Without-pay,gen_cf,0.628,0.372,488
43,2562,0,Some-college,10,50,Divorced,Machine-op-inspct,White,Not-in-family,Male,Self-emp-not-inc,gen_cf,0.918,0.082,488
40,0,261,Some-college,14,50,Divorced,Prof-specialty,White,Not-in-family,Male,Local-gov,gen_cf,0.804,0.196,488
25,2604,0,Some-college,10,50,Divorced,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.952,0.048,488
39,0,389,Some-college,10,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Self-emp-inc,gen_cf,0.908,0.092,488
24,2003,0,Some-college,10,50,Divorced,Tech-support,White,Not-in-family,Male,Without-pay,gen_cf,0.978,0.022,488
33,82,0,Some-college,10,40,Divorced,Handlers-cleaners,White,Not-in-family,Male,Without-pay,gen_cf,0.994,0.006,488
32,0,0,Some-college,10,50,Divorced,Other-service,White,Not-in-family,Male,Private,gen_cf,0.97,0.03,488
24,0,190,Some-college,10,50,Divorced,Prof-specialty,White,Not-in-family,Male,Self-emp-not-inc,gen_cf,0.976,0.024,488
24,1046,0,Some-college,11,43,Divorced,Handlers-cleaners,White,Not-in-family,Male,Without-pay,gen_cf,0.982,0.018,488
24,192,52,Some-college,10,50,Never-married,Sales,White,Not-in-family,Male,Local-gov,gen_cf,1,0,488
24,2560,0,Some-college,12,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Private,gen_cf,0.974,0.026,488
24,2065,0,Some-college,10,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Private,gen_cf,0.996,0.004,488
24,0,0,Some-college,10,50,Divorced,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,0.96,0.04,488
24,1098,0,Some-college,10,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Private,gen_cf,0.996,0.004,488
24,0,0,Some-college,10,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Private,gen_cf,0.996,0.004,488
49,0,1090,Some-college,11,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,0.888,0.112,488
40,0,372,Some-college,11,60,Divorced,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,0.892,0.108,488
32,0,0,Some-college,11,42,Divorced,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,0.98,0.02,488
32,0,0,Some-college,10,53,Married-AF-spouse,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,0.906,0.094,488
24,0,0,Some-college,10,50,Never-married,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,1,0,488
32,0,0,Some-college,10,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,0.98,0.02,488
24,0,0,Some-college,10,42,Divorced,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,1,0,488
24,0,0,Some-college,11,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,0.988,0.012,488
25,0,0,Some-college,10,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,0.998,0.002,488
24,0,0,Some-college,10,50,Divorced,Handlers-cleaners,White,Not-in-family,Male,Local-gov,gen_cf,0.998,0.002,488
36,0,0,HS-grad,9,40,Married-civ-spouse,Other-service,Black,Husband,Male,Private,x_interest,0.922,0.078,498
29,1793,0,HS-grad,9,54,Married-civ-spouse,Craft-repair,White,Husband,Male,Self-emp-inc,gen_cf,0.738,0.262,498
27,0,947,HS-grad,9,55,Married-civ-spouse,Other-service,White,Husband,Male,Self-emp-inc,gen_cf,0.754,0.246,498
51,7180,0,HS-grad,12,62,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.122,0.878,498
36,2819,0,Some-college,9,40,Married-civ-spouse,Craft-repair,White,Husband,Male,Private,gen_cf,0.778,0.222,498
36,0,0,HS-grad,9,58,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.756,0.244,498
36,0,0,HS-grad,9,51,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.73,0.27,498
32,0,0,HS-grad,9,40,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.9,0.1,498
36,1311,0,HS-grad,9,40,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.828,0.172,498
38,0,0,HS-grad,9,40,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.8,0.2,498
35,0,0,HS-grad,9,40,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.8,0.2,498
36,0,0,HS-grad,9,40,Married-civ-spouse,Other-service,White,Husband,Male,Private,gen_cf,0.814,0.186,498
57,0,0,1st-4th,2,30,Widowed,Priv-house-serv,Black,Not-in-family,Female,Private,x_interest,0.95,0.05,502
57,0,0,7th-8th,7,30,Never-married,Protective-serv,White,Not-in-family,Male,Self-emp-inc,gen_cf,0.656,0.344,502
57,0,0,1st-4th,2,49,Married-civ-spouse,Priv-house-serv,White,Not-in-family,Male,Self-emp-inc,gen_cf,0.52,0.48,502
57,0,0,Bachelors,2,35,Married-AF-spouse,Exec-managerial,White,Not-in-family,Female,Private,gen_cf,0.71,0.29,502
72,0,0,Some-college,2,47,Divorced,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.876,0.124,502
57,0,0,1st-4th,2,52,Never-married,Priv-house-serv,White,Not-in-family,Male,Private,gen_cf,0.682,0.318,502
57,0,0,1st-4th,2,30,Married-AF-spouse,Exec-managerial,White,Not-in-family,Female,Private,gen_cf,0.836,0.164,502
57,0,1332,1st-4th,2,52,Divorced,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.688,0.312,502
57,0,0,Assoc-acdm,2,33,Married-spouse-absent,Priv-house-serv,White,Not-in-family,Male,Private,gen_cf,0.904,0.096,502
63,1910,0,1st-4th,2,30,Married-spouse-absent,Exec-managerial,White,Not-in-family,Female,Private,gen_cf,0.824,0.176,502
57,0,0,10th,2,30,Never-married,Other-service,White,Not-in-family,Male,Private,gen_cf,0.952,0.048,502
57,0,0,1st-4th,2,43,Married-spouse-absent,Priv-house-serv,White,Not-in-family,Male,Private,gen_cf,0.844,0.156,502
37,0,1481,1st-4th,3,93,Married-spouse-absent,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.72,0.28,502
57,2654,763,1st-4th,2,28,Married-civ-spouse,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.694,0.306,502
47,4700,17,1st-4th,3,30,Married-civ-spouse,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.622,0.378,502
61,1543,0,1st-4th,1,30,Divorced,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.926,0.074,502
57,2038,0,1st-4th,2,30,Married-spouse-absent,Priv-house-serv,White,Not-in-family,Female,Self-emp-inc,gen_cf,0.904,0.096,502
46,0,0,1st-4th,4,30,Married-civ-spouse,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.734,0.266,502
57,0,0,1st-4th,2,28,Married-civ-spouse,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.73,0.27,502
57,0,0,1st-4th,2,30,Married-civ-spouse,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.73,0.27,502
57,2155,0,1st-4th,2,30,Married-spouse-absent,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.948,0.052,502
57,1668,0,1st-4th,2,30,Married-spouse-absent,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.95,0.05,502
57,0,0,1st-4th,2,30,Married-spouse-absent,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.948,0.052,502
51,0,0,1st-4th,2,30,Married-spouse-absent,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.954,0.046,502
57,0,0,1st-4th,2,71,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.718,0.282,502
57,0,0,1st-4th,2,52,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.74,0.26,502
57,0,0,1st-4th,2,49,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.758,0.242,502
57,0,0,1st-4th,2,47,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.806,0.194,502
57,0,0,1st-4th,2,46,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.848,0.152,502
57,0,0,1st-4th,4,30,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.942,0.058,502
57,0,0,1st-4th,3,30,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.942,0.058,502
60,0,0,1st-4th,2,30,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.932,0.068,502
57,0,0,1st-4th,2,27,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.942,0.058,502
57,0,0,1st-4th,2,30,Widowed,Priv-house-serv,White,Not-in-family,Female,Private,gen_cf,0.942,0.058,502
35,0,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,Black,Wife,Female,Private,x_interest,0.876,0.124,518
62,0,570,Doctorate,9,55,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.384,0.616,518
40,0,497,HS-grad,9,52,Married-civ-spouse,Machine-op-inspct,White,Husband,Female,Without-pay,gen_cf,0.622,0.378,518
59,2804,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Husband,Female,Private,gen_cf,0.638,0.362,518
48,0,0,HS-grad,9,64,Married-civ-spouse,Machine-op-inspct,White,Wife,Male,Private,gen_cf,0.634,0.366,518
35,0,670,HS-grad,9,52,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.708,0.292,518
46,4466,0,HS-grad,9,40,Married-civ-spouse,Farming-fishing,White,Wife,Female,Private,gen_cf,0.32,0.68,518
48,3033,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Not-in-family,Male,Private,gen_cf,0.674,0.326,518
40,0,0,HS-grad,5,40,Married-civ-spouse,Craft-repair,White,Wife,Female,Private,gen_cf,0.712,0.288,518
48,0,0,HS-grad,7,40,Married-civ-spouse,Machine-op-inspct,White,Wife,Male,Private,gen_cf,0.798,0.202,518
35,1564,0,HS-grad,9,40,Married-civ-spouse,Protective-serv,White,Wife,Female,Private,gen_cf,0.488,0.512,518
35,0,0,HS-grad,9,40,Married-civ-spouse,Protective-serv,White,Wife,Female,Private,gen_cf,0.472,0.528,518
35,1602,0,HS-grad,9,40,Married-civ-spouse,Sales,White,Wife,Female,Private,gen_cf,0.584,0.416,518
35,0,0,HS-grad,9,40,Married-civ-spouse,Exec-managerial,White,Wife,Female,Private,gen_cf,0.524,0.476,518
45,3119,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Wife,Female,Private,gen_cf,0.492,0.508,518
45,0,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Wife,Female,Private,gen_cf,0.742,0.258,518
35,0,0,HS-grad,9,52,Married-civ-spouse,Machine-op-inspct,White,Wife,Female,Private,gen_cf,0.684,0.316,518
40,0,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Wife,Female,Private,gen_cf,0.726,0.274,518
35,0,0,HS-grad,9,36,Married-civ-spouse,Machine-op-inspct,White,Wife,Female,Private,gen_cf,0.802,0.198,518
35,554,61,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.938,0.062,518
35,0,0,HS-grad,9,40,Married-civ-spouse,Machine-op-inspct,White,Wife,Female,Private,gen_cf,0.724,0.276,518
33,0,0,Assoc-voc,11,40,Divorced,Craft-repair,Black,Unmarried,Female,Federal-gov,x_interest,0.344,0.656,519
33,3137,40,Assoc-voc,9,40,Divorced,Craft-repair,White,Husband,Male,State-gov,gen_cf,0.738,0.262,519
36,1871,181,Assoc-voc,11,40,Divorced,Craft-repair,White,Husband,Male,Without-pay,gen_cf,0.726,0.274,519
50,0,0,Assoc-voc,11,53,Divorced,Craft-repair,White,Other-relative,Female,Private,gen_cf,0.798,0.202,519
33,0,0,HS-grad,11,39,Married-civ-spouse,Farming-fishing,White,Not-in-family,Male,Private,gen_cf,0.676,0.324,519
44,0,0,Assoc-voc,11,47,Divorced,Craft-repair,White,Unmarried,Male,State-gov,gen_cf,0.862,0.138,519
42,0,0,Assoc-voc,9,40,Divorced,Craft-repair,White,Not-in-family,Female,Private,gen_cf,0.934,0.066,519
33,0,0,Assoc-voc,11,40,Divorced,Craft-repair,White,Not-in-family,Female,Without-pay,gen_cf,0.92,0.08,519
40,0,0,Assoc-voc,11,40,Divorced,Craft-repair,White,Unmarried,Female,Private,gen_cf,0.93,0.07,519
33,0,0,Assoc-voc,11,47,Divorced,Craft-repair,White,Unmarried,Female,Without-pay,gen_cf,0.878,0.122,519
33,0,0,Assoc-voc,11,43,Divorced,Craft-repair,White,Unmarried,Male,Federal-gov,gen_cf,0.54,0.46,519
36,0,0,Assoc-voc,11,40,Divorced,Craft-repair,White,Unmarried,Female,Without-pay,gen_cf,0.894,0.106,519
33,0,0,Assoc-voc,11,40,Divorced,Craft-repair,White,Unmarried,Female,Private,gen_cf,0.9,0.1,519
37,6271,0,Assoc-voc,10,40,Divorced,Craft-repair,White,Unmarried,Female,Federal-gov,gen_cf,0.426,0.574,519
41,788,0,Assoc-voc,8,40,Divorced,Craft-repair,White,Unmarried,Female,Federal-gov,gen_cf,0.62,0.38,519
33,0,0,Assoc-voc,11,56,Divorced,Craft-repair,White,Unmarried,Female,Federal-gov,gen_cf,0.542,0.458,519
33,176,0,Assoc-voc,11,53,Divorced,Craft-repair,White,Unmarried,Female,Federal-gov,gen_cf,0.518,0.482,519
33,0,0,Assoc-voc,11,50,Divorced,Craft-repair,White,Unmarried,Female,Federal-gov,gen_cf,0.51,0.49,519
33,0,0,Assoc-voc,11,43,Divorced,Craft-repair,White,Unmarried,Female,Federal-gov,gen_cf,0.5,0.5,519
33,0,0,Assoc-voc,11,42,Divorced,Craft-repair,White,Unmarried,Female,Federal-gov,gen_cf,0.494,0.506,519
33,0,0,Assoc-voc,11,40,Divorced,Craft-repair,White,Unmarried,Female,Federal-gov,gen_cf,0.486,0.514,519
24,0,0,HS-grad,9,40,Never-married,Handlers-cleaners,Black,Unmarried,Female,Private,x_interest,1,0,528
28,0,0,HS-grad,9,32,Married-spouse-absent,Tech-support,White,Other-relative,Male,Private,gen_cf,0.996,0.004,528
24,0,0,HS-grad,9,31,Never-married,Protective-serv,White,Not-in-family,Female,Private,gen_cf,0.974,0.026,528
24,0,0,HS-grad,13,40,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.68,0.32,528
31,0,0,HS-grad,11,52,Never-married,Transport-moving,White,Own-child,Male,Private,gen_cf,0.978,0.022,528
24,0,0,HS-grad,9,39,Never-married,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.984,0.016,528
24,690,0,HS-grad,10,35,Never-married,Handlers-cleaners,White,Not-in-family,Male,Private,gen_cf,1,0,528
44,0,0,HS-grad,10,55,Never-married,Handlers-cleaners,White,Unmarried,Male,Private,gen_cf,0.874,0.126,528
24,0,0,HS-grad,9,40,Never-married,Handlers-cleaners,White,Husband,Male,Private,gen_cf,0.988,0.012,528
23,0,0,HS-grad,8,26,Never-married,Handlers-cleaners,White,Not-in-family,Female,Private,gen_cf,1,0,528
24,0,0,HS-grad,9,31,Never-married,Handlers-cleaners,White,Not-in-family,Female,Private,gen_cf,1,0,528
24,1954,0,HS-grad,9,40,Never-married,Handlers-cleaners,White,Husband,Female,Private,gen_cf,0.948,0.052,528
24,0,0,HS-grad,9,35,Never-married,Handlers-cleaners,White,Other-relative,Female,Private,gen_cf,0.998,0.002,528
24,0,0,HS-grad,9,40,Never-married,Handlers-cleaners,White,Not-in-family,Female,Private,gen_cf,1,0,528
32,0,0,HS-grad,9,65,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.974,0.026,528
36,0,0,HS-grad,7,40,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.998,0.002,528
24,0,0,HS-grad,9,40,Never-married,Handlers-cleaners,White,Own-child,Female,Private,gen_cf,1,0,528
24,0,0,HS-grad,9,69,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.98,0.02,528
24,0,0,HS-grad,12,43,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.984,0.016,528
24,0,0,HS-grad,9,49,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,0.988,0.012,528
24,0,0,HS-grad,9,40,Never-married,Other-service,White,Unmarried,Female,Private,gen_cf,1,0,528
24,0,0,HS-grad,9,31,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,1,0,528
18,0,0,HS-grad,9,40,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,1,0,528
24,1177,0,HS-grad,9,40,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,1,0,528
24,0,0,HS-grad,9,39,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,1,0,528
24,0,0,HS-grad,9,40,Never-married,Handlers-cleaners,White,Unmarried,Female,Private,gen_cf,1,0,528
48,0,0,HS-grad,9,37,Never-married,Adm-clerical,Black,Unmarried,Female,Private,x_interest,0.996,0.004,565
48,56,526,Doctorate,9,45,Married-AF-spouse,Adm-clerical,White,Not-in-family,Female,Private,gen_cf,0.586,0.414,565
48,0,0,HS-grad,9,31,Married-civ-spouse,Prof-specialty,White,Husband,Male,Private,gen_cf,0.764,0.236,565
56,2559,0,HS-grad,9,33,Never-married,Sales,White,Not-in-family,Male,Private,gen_cf,0.988,0.012,565
46,0,0,HS-grad,9,37,Married-AF-spouse,Adm-clerical,White,Unmarried,Male,Self-emp-not-inc,gen_cf,0.926,0.074,565
48,388,0,HS-grad,10,45,Divorced,Adm-clerical,White,Husband,Male,Private,gen_cf,0.766,0.234,565
48,0,0,HS-grad,10,48,Married-civ-spouse,Adm-clerical,White,Wife,Male,Private,gen_cf,0.562,0.438,565
48,0,0,HS-grad,9,30,Never-married,Transport-moving,White,Husband,Male,Private,gen_cf,0.928,0.072,565
48,0,0,HS-grad,9,37,Married-AF-spouse,Adm-clerical,White,Unmarried,Male,Private,gen_cf,0.932,0.068,565
48,0,0,HS-grad,9,37,Married-civ-spouse,Adm-clerical,White,Wife,Male,Private,gen_cf,0.654,0.346,565
48,2652,238,HS-grad,9,37,Married-AF-spouse,Adm-clerical,White,Wife,Female,Private,gen_cf,0.764,0.236,565
48,125,0,HS-grad,9,37,Married-civ-spouse,Adm-clerical,White,Unmarried,Male,Private,gen_cf,0.772,0.228,565
48,0,0,HS-grad,9,32,Married-AF-spouse,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.988,0.012,565
48,175,0,HS-grad,12,44,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.96,0.04,565
48,0,0,HS-grad,9,32,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,1,0,565
48,0,0,HS-grad,9,37,Married-AF-spouse,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.978,0.022,565
48,0,0,HS-grad,9,37,Divorced,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.998,0.002,565
48,0,0,HS-grad,9,48,Never-married,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.954,0.046,565
48,0,0,HS-grad,9,45,Never-married,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.98,0.02,565
48,1008,0,HS-grad,9,34,Never-married,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.998,0.002,565
48,0,0,HS-grad,9,32,Never-married,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.998,0.002,565
48,0,0,HS-grad,9,37,Never-married,Adm-clerical,White,Unmarried,Female,Private,gen_cf,0.996,0.004,565
36,0,0,HS-grad,9,40,Separated,Exec-managerial,Black,Not-in-family,Male,Local-gov,x_interest,0.976,0.024,568
36,0,0,HS-grad,9,54,Divorced,Exec-managerial,White,Husband,Female,Private,gen_cf,0.66,0.34,568
46,0,532,HS-grad,9,32,Married-AF-spouse,Exec-managerial,White,Not-in-family,Male,Self-emp-not-inc,gen_cf,0.856,0.144,568
36,0,319,HS-grad,9,40,Divorced,Exec-managerial,White,Not-in-family,Male,Without-pay,gen_cf,0.974,0.026,568
36,2582,156,HS-grad,12,46,Divorced,Exec-managerial,White,Not-in-family,Female,Self-emp-not-inc,gen_cf,0.922,0.078,568
36,0,0,Doctorate,9,40,Divorced,Exec-managerial,White,Not-in-family,Male,Self-emp-not-inc,gen_cf,0.684,0.316,568
22,0,0,HS-grad,10,40,Married-civ-spouse,Protective-serv,White,Not-in-family,Male,Local-gov,gen_cf,0.874,0.126,568
36,717,3,HS-grad,9,40,Divorced,Exec-managerial,White,Not-in-family,Male,Self-emp-inc,gen_cf,0.95,0.05,568
37,0,0,HS-grad,9,55,Married-civ-spouse,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.592,0.408,568
36,0,0,HS-grad,11,40,Separated,Exec-managerial,White,Not-in-family,Male,Without-pay,gen_cf,0.958,0.042,568
36,0,21,HS-grad,9,40,Never-married,Tech-support,White,Not-in-family,Male,Local-gov,gen_cf,0.966,0.034,568
36,0,0,HS-grad,9,40,Divorced,Exec-managerial,White,Not-in-family,Female,Local-gov,gen_cf,0.978,0.022,568
36,0,0,HS-grad,8,41,Divorced,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.964,0.036,568
34,0,0,HS-grad,9,40,Separated,Exec-managerial,White,Not-in-family,Male,State-gov,gen_cf,0.974,0.026,568
36,0,0,HS-grad,9,40,Separated,Exec-managerial,White,Not-in-family,Male,Self-emp-not-inc,gen_cf,0.974,0.026,568
36,0,0,HS-grad,9,45,Never-married,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.982,0.018,568
18,0,0,HS-grad,7,40,Married-civ-spouse,Exec-managerial,White,Wife,Female,Private,gen_cf,0.932,0.068,568
36,0,0,HS-grad,9,40,Separated,Exec-managerial,White,Not-in-family,Male,Private,gen_cf,0.988,0.012,568
46,0,0,HS-grad,9,51,Separated,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.924,0.076,568
27,0,0,HS-grad,9,31,Separated,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.99,0.01,568
36,0,0,HS-grad,9,50,Separated,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.972,0.028,568
36,0,0,HS-grad,9,31,Separated,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.972,0.028,568
31,0,0,HS-grad,9,40,Separated,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.978,0.022,568
36,0,0,HS-grad,10,40,Separated,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.974,0.026,568
36,0,0,HS-grad,9,40,Separated,Exec-managerial,White,Not-in-family,Male,Local-gov,gen_cf,0.97,0.03,568
30,0,0,HS-grad,9,45,Married-civ-spouse,Transport-moving,Black,Husband,Male,Private,x_interest,0.906,0.094,576
40,19370,0,HS-grad,5,54,Married-civ-spouse,Armed-Forces,White,Not-in-family,Male,Private,gen_cf,0.28,0.72,576
31,975,0,HS-grad,9,49,Married-civ-spouse,Exec-managerial,White,Husband,Male,Private,gen_cf,0.65,0.35,576
30,2156,42,HS-grad,9,43,Married-civ-spouse,Craft-repair,White,Husband,Male,Private,gen_cf,0.868,0.132,576
56,4248,12,HS-grad,10,45,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.32,0.68,576
51,2382,0,HS-grad,9,45,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.576,0.424,576
30,4047,137,HS-grad,9,45,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,Private,gen_cf,0.782,0.218,576
30,0,0,HS-grad,9,45,Married-civ-spouse,Craft-repair,White,Husband,Male,Private,gen_cf,0.89,0.11,576
32,1181,4,HS-grad,7,33,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.802,0.198,576
33,0,0,HS-grad,9,53,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.548,0.452,576
21,0,0,HS-grad,9,40,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.978,0.022,576
30,0,0,HS-grad,9,53,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.794,0.206,576
30,0,0,HS-grad,9,52,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.788,0.212,576
40,0,0,HS-grad,9,45,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.53,0.47,576
30,0,0,HS-grad,9,49,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.786,0.214,576
28,0,0,HS-grad,9,45,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.916,0.084,576
32,0,0,HS-grad,9,45,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.558,0.442,576
30,0,0,HS-grad,9,45,Married-civ-spouse,Transport-moving,White,Husband,Male,Private,gen_cf,0.79,0.21,576
